,Generator,Time,Value,Zones,Type,$/MWh
0,DISCOV_1_CHEVRN,1,0.0,PGE_valley,Gas,37.6528
1,DISCOV_1_CHEVRN,2,0.0,PGE_valley,Gas,37.6528
2,DISCOV_1_CHEVRN,3,0.0,PGE_valley,Gas,37.6528
3,DISCOV_1_CHEVRN,4,0.0,PGE_valley,Gas,37.6528
4,DISCOV_1_CHEVRN,5,0.0,PGE_valley,Gas,37.6528
5,DISCOV_1_CHEVRN,6,0.0,PGE_valley,Gas,37.6528
6,DISCOV_1_CHEVRN,7,0.0,PGE_valley,Gas,37.6528
7,DISCOV_1_CHEVRN,8,0.0,PGE_valley,Gas,37.6528
8,DISCOV_1_CHEVRN,9,0.0,PGE_valley,Gas,37.6528
9,DISCOV_1_CHEVRN,10,0.0,PGE_valley,Gas,37.6528
10,DISCOV_1_CHEVRN,11,0.0,PGE_valley,Gas,37.6528
11,DISCOV_1_CHEVRN,12,0.0,PGE_valley,Gas,37.6528
12,DISCOV_1_CHEVRN,13,0.0,PGE_valley,Gas,37.6528
13,DISCOV_1_CHEVRN,14,0.0,PGE_valley,Gas,37.6528
14,DISCOV_1_CHEVRN,15,0.0,PGE_valley,Gas,37.6528
15,DISCOV_1_CHEVRN,16,0.0,PGE_valley,Gas,37.6528
16,DISCOV_1_CHEVRN,17,0.0,PGE_valley,Gas,37.6528
17,DISCOV_1_CHEVRN,18,0.0,PGE_valley,Gas,37.6528
18,DISCOV_1_CHEVRN,19,0.0,PGE_valley,Gas,37.6528
19,DISCOV_1_CHEVRN,20,0.0,PGE_valley,Gas,37.6528
20,DISCOV_1_CHEVRN,21,0.0,PGE_valley,Gas,37.6528
21,DISCOV_1_CHEVRN,22,0.0,PGE_valley,Gas,37.6528
22,DISCOV_1_CHEVRN,23,0.0,PGE_valley,Gas,37.6528
23,DISCOV_1_CHEVRN,24,0.0,PGE_valley,Gas,37.6528
24,CHEVCD_6_UNIT,1,0.0,PGE_valley,Gas,37.6528
25,CHEVCD_6_UNIT,2,0.0,PGE_valley,Gas,37.6528
26,CHEVCD_6_UNIT,3,0.0,PGE_valley,Gas,37.6528
27,CHEVCD_6_UNIT,4,0.0,PGE_valley,Gas,37.6528
28,CHEVCD_6_UNIT,5,0.0,PGE_valley,Gas,37.6528
29,CHEVCD_6_UNIT,6,0.0,PGE_valley,Gas,37.6528
30,CHEVCD_6_UNIT,7,0.0,PGE_valley,Gas,37.6528
31,CHEVCD_6_UNIT,8,0.0,PGE_valley,Gas,37.6528
32,CHEVCD_6_UNIT,9,0.0,PGE_valley,Gas,37.6528
33,CHEVCD_6_UNIT,10,0.0,PGE_valley,Gas,37.6528
34,CHEVCD_6_UNIT,11,0.0,PGE_valley,Gas,37.6528
35,CHEVCD_6_UNIT,12,0.0,PGE_valley,Gas,37.6528
36,CHEVCD_6_UNIT,13,0.0,PGE_valley,Gas,37.6528
37,CHEVCD_6_UNIT,14,0.0,PGE_valley,Gas,37.6528
38,CHEVCD_6_UNIT,15,0.0,PGE_valley,Gas,37.6528
39,CHEVCD_6_UNIT,16,0.0,PGE_valley,Gas,37.6528
40,CHEVCD_6_UNIT,17,0.0,PGE_valley,Gas,37.6528
41,CHEVCD_6_UNIT,18,0.0,PGE_valley,Gas,37.6528
42,CHEVCD_6_UNIT,19,0.0,PGE_valley,Gas,37.6528
43,CHEVCD_6_UNIT,20,0.0,PGE_valley,Gas,37.6528
44,CHEVCD_6_UNIT,21,0.0,PGE_valley,Gas,37.6528
45,CHEVCD_6_UNIT,22,0.0,PGE_valley,Gas,37.6528
46,CHEVCD_6_UNIT,23,0.0,PGE_valley,Gas,37.6528
47,CHEVCD_6_UNIT,24,0.0,PGE_valley,Gas,37.6528
48,KINGCO_1_KINGBR,1,0.0,PGE_valley,Gas,37.6528
49,KINGCO_1_KINGBR,2,0.0,PGE_valley,Gas,37.6528
50,KINGCO_1_KINGBR,3,0.0,PGE_valley,Gas,37.6528
51,KINGCO_1_KINGBR,4,0.0,PGE_valley,Gas,37.6528
52,KINGCO_1_KINGBR,5,0.0,PGE_valley,Gas,37.6528
53,KINGCO_1_KINGBR,6,0.0,PGE_valley,Gas,37.6528
54,KINGCO_1_KINGBR,7,0.0,PGE_valley,Gas,37.6528
55,KINGCO_1_KINGBR,8,0.0,PGE_valley,Gas,37.6528
56,KINGCO_1_KINGBR,9,0.0,PGE_valley,Gas,37.6528
57,KINGCO_1_KINGBR,10,0.0,PGE_valley,Gas,37.6528
58,KINGCO_1_KINGBR,11,0.0,PGE_valley,Gas,37.6528
59,KINGCO_1_KINGBR,12,0.0,PGE_valley,Gas,37.6528
60,KINGCO_1_KINGBR,13,0.0,PGE_valley,Gas,37.6528
61,KINGCO_1_KINGBR,14,0.0,PGE_valley,Gas,37.6528
62,KINGCO_1_KINGBR,15,0.0,PGE_valley,Gas,37.6528
63,KINGCO_1_KINGBR,16,0.0,PGE_valley,Gas,37.6528
64,KINGCO_1_KINGBR,17,0.0,PGE_valley,Gas,37.6528
65,KINGCO_1_KINGBR,18,0.0,PGE_valley,Gas,37.6528
66,KINGCO_1_KINGBR,19,0.0,PGE_valley,Gas,37.6528
67,KINGCO_1_KINGBR,20,0.0,PGE_valley,Gas,37.6528
68,KINGCO_1_KINGBR,21,0.0,PGE_valley,Gas,37.6528
69,KINGCO_1_KINGBR,22,0.0,PGE_valley,Gas,37.6528
70,KINGCO_1_KINGBR,23,0.0,PGE_valley,Gas,37.6528
71,KINGCO_1_KINGBR,24,0.0,PGE_valley,Gas,37.6528
72,MALAGA_1_PL1X2,1,0.0,PGE_valley,Gas,36.6742
73,MALAGA_1_PL1X2,2,0.0,PGE_valley,Gas,36.6742
74,MALAGA_1_PL1X2,3,0.0,PGE_valley,Gas,36.6742
75,MALAGA_1_PL1X2,4,0.0,PGE_valley,Gas,36.6742
76,MALAGA_1_PL1X2,5,0.0,PGE_valley,Gas,36.6742
77,MALAGA_1_PL1X2,6,0.0,PGE_valley,Gas,36.6742
78,MALAGA_1_PL1X2,7,0.0,PGE_valley,Gas,36.6742
79,MALAGA_1_PL1X2,8,0.0,PGE_valley,Gas,36.6742
